0,1,2,3,4,n_cells_with_newline
6202021,TELUK SAMPIT,4 628,"4 301
",8 929,1
6202111,TELAWANG,"9 420
 ",7 443,16 863,1
6202190,"CEMPAGA
",9 841,9 278,19 119,1
6202211,"BUKIT SANTUAI
 ",4 328,3 712,8 040,1
6205060,LAHEI,11 106,"10 283
",21 389,1
6206031,PERMATA KECUBUNG,"5 215
 ",4 201,9 416,1
6207010,"BULIK
",11 561,10 112,21 673,1
6207013,"BULIK TIMUR
 ",3 439,3 012,6 451,1
6210060,BANAMATINGANG,4 384,"4 003
",8 387,1
6211030,SEPANG,"3 252
 ",2 862,6 114,1
6211040,"KURUN
",11 534,10 170,21 704,1
6211062,"MIRI MANASA
 ",1 915,1 735,3 650,1
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
,,,,,0
6301070,BATU AMPAR,12 042,"11 202
",23 244,1
6302030,PULAU LAUT SELATAN,"4 483
 ",4 302,8 785,1
6302040,"PULAU LAUT TIMUR
",6 787,6 018,12 805,1
6302120,"KELUMPANG SELATAN
 ",4 802,4 389,9 191,1
6304010,TABUNGANEN,9 614,"9 485
",19 099,1
6304071,JEJANGKIT,"3 106
 ",2 962,6 068,1
6304090,"WANARAYA
",6 259,6 107,12 366,1
6304120,"CERBON
 ",4 217,4 191,8 408,1
6307010,HARUYAN,10 173,"10 294
",20 467,1
6307070,LABUAN AMAS UTARA,"13 818
 ",13 467,27 285,1
6307090,"BATANG ALAI UTARA
",8 643,8 640,17 283,1
6308010,"DANAU PANGGANG
 ",9 565,10 093,19 658,1
6310053,MANTEWE,8 922,"7 987
",16 909,1
6311040,PARINGIN,"8 481
 ",8 370,16 851,1
6311050,"JUAI
",7 893,7 800,15 693,1
6371010,"BANJARMASIN SELATAN
 ",73 401,72 557,145 958,1
6401070,MUARA KOMAM,6 839,"6 147
",12 986,1
6402040,MUARA PAHU,"4 298
 ",3 927,8 225,1
6402050,"MUARA LAWA
",3 450,3 129,6 579,1
6402070,"BARONG TONGKOK
 ",12 710,11 316,24 026,1
6404011,BUSANG,2 243,"1 959
",4 202,1
6404040,SANGATTA UTARA,"40 193
 ",32 689,72 882,1
6404042,"TELUK PANDAN
",6 493,5 592,12 085,1
6404050,"SANGKULIRANG
 ",8 087,7 002,15 089,1
6407,BULUNGAN,60 422,"52 623
",113 045,1
6407024,TANJUNG SELOR,"20 985
 ",18 443,39 428,1
6407030,"SEKATAK
",4 879,4 394,9 273,1
6408010,"KRAYAN
 ",3 887,3 358,7 245,1
6473,KOTA TARAKAN,101 464,"91 605
",193 069,1
6474010,BONTANG SELATAN,"29 842
 ",27 205,57 047,1
6474030,"BONTANG BARAT
",13 071,11 840,24 911,1
7101100,BOLAANG,8 890,"8 206
",17 096,1
7102092,LANGOWAN BARAT,"7 690
 ",7 386,15 076,1
7102094,"LANGOWAN UTARA
",4 165,3 817,7 982,1
7102160,"TOMBARIRI
 ",13 119,12 562,25 681,1
7104022,KALONGAN,1 579,"1 479
",3 058,1
7104050,RAINIS,"2 969
 ",3 000,5 969,1
7104052,"PULUTAN
",994,960,1 954,1
7104070,"GEMEH
 ",2 740,2 721,5 461,1
7107020,BINTAUNA,6 464,"6 147
",12 611,1
7108010,BIARO,"1 623
 ",1 620,3 243,1
7108030,"TAGULANDANG
",5 716,5 848,11 564,1
7108070,"SIAU BARAT
 ",3 830,4 002,7 832,1
7171010,MALALAYANG,29 032,"28 652
",57 684,1
7171051,SINGKIL,"23 528
 ",23 289,46 817,1
7171053,"BUNAKEN
",10 650,10 247,20 897,1
7172011,"MATUARI
 ",13 972,13 375,27 347,1
7201031,TOTIKUM SELATAN,4 037,"3 996
",8 033,1
7201061,BULAGI SELATAN,"4 955
 ",4 716,9 671,1
7201070,"BUKO
",4 688,4 665,9 353,1
7202010,"TOILI
 ",15 883,14 847,30 730,1
7203081,MAMOSALATO,5 299,"4 967
",10 266,1
7204021,LORE BARAT,"1 477
 ",1 340,2 817,1
7204031,"PAMONA TIMUR
",5 025,4 500,9 525,1
7204042,"LORE TIMUR
 ",2 675,2 205,4 880,1
7206041,LAMPASIO,6 263,"5 601
",11 864,1
7207011,BIAU,"13 924
 ",13 506,27 430,1
7207020,"MOMUNU
",7 090,6 808,13 898,1
7207040,"BUNOBOGU
 ",4 512,4 372,8 884,1
7209080,WALEA KEPULAUAN,5 186,"5 096
",10 282,1
7210040,LINDU,"2 442
 ",2 137,4 579,1
7210060,"PALOLO
",14 406,12 962,27 368,1
7210100,"TANAMBULAVA
 ",4 058,3 808,7 866,1
7301042,BONTOMANAI,6 005,"6 225
",12 230,1
7302021,UJUNG LOE,"18 675
 ",20 807,39 482,1
7302040,"BONTOTIRO
",10 003,12 775,22 778,1
7302080,"RILAU ALE
 ",17 789,19 971,37 760,1
7305060,GALESONG UTARA,17 509,"18 241
",35 750,1
7306030,PALLANGGA,"48 546
 ",49 826,98 372,1
7306040,"SOMBA OPU
",64 442,65 684,130 126,1
7306061,"MANUJU
 ",6 845,7 229,14 074,1
7308070,MALLAWA,5 138,"5 554
",10 692,1
7309040,PANGKAJENE,"20 121
 ",21 480,41 601,1
7309050,"BALOCCI
",7 520,7 807,15 327,1
7309070,"LABAKKANG
 ",20 442,23 203,43 645,1
7311210,AJANGALE,12 581,"14 606
",27 187,1
7312,SOPPENG,"105 325
 ",118 432,223 757,1
7312020,"LALABATA
",21 298,22 991,44 289,1
7312032,"CITTA
 ",3 621,4 379,8 000,1
7315020,MATTIROSOMPE,13 247,"14 170
",27 417,1
7315050,PATAMPANUA,"15 308
 ",16 310,31 618,1
7315071,"BATULAPPA
",4 709,4 944,9 653,1
7316010,"MAIWA
 ",11 539,11 578,23 117,1
7318,TANA TORAJA,112 439,"109 356
",221 795,1
7318021,GANDANG BATU SILANAN,"9 572
 ",9 689,19 261,1
7318031,"SANGALA SELATAN
",3 697,3 674,7 371,1
7318042,"MAKALE UTARA
 ",5 924,5 855,11 779,1
7326010,SOPAI,6 688,"6 360
",13 048,1
7326080,TALLUNGLIPU,"9 147
 ",8 865,18 012,1
7326100,"TIKALA
",5 228,4 992,10 220,1
7326130,"SA'DAN
 ",7 315,7 257,14 572,1
7373020,WARA,14 993,"16 076
",31 069,1
7401072,LAPANDEWA,3 854,"3 912
",7 766,1
7401121,SANGIA WAMBULU,"2 370
 ",2 639,5 009,1
7401140,"MAWASANGKA
",10 519,11 545,22 064,1
7401151,"TALAGA RAYA
 ",4 033,4 902,8 935,1
7402112,BATUKARA,1 079,"1 165
",2 244,1
7403081,WAWONII TIMUR,"1 373
 ",1 440,2 813,1
7403083,"WAWONII TIMUR LAUT
",1 551,1 536,3 087,1
7403100,"SAMPARA
 ",5 964,5 748,11 712,1
7404060,KOLAKA,18 241,"17 736
",35 977,1
7404082,TINONDO,"3 693
 ",3 422,7 115,1
7405010,"TINANGGEA
",10 952,10 368,21 320,1
7405021,"BUKE
 ",6 886,6 351,13 237,1
7406043,LANTARI JAYA,4 008,"3 523
",7 531,1
7406061,POLEANG BARAT,"5 729
 ",5 544,11 273,1
7406063,"POLEANG TENGAH
",1 742,1 739,3 481,1
7407011,"TOGO BINONGKO
 ",2 260,2 493,4 753,1
7410030,LASOLO,5 285,"5 138
",10 423,1
7471010,MANDONGA,"18 113
 ",18 049,36 162,1
7471012,"PUUWATU
",14 204,13 445,27 649,1
7471020,"POASIA
 ",12 701,12 265,24 966,1
7502010,BATUDAA PANTAI,5 515,"5 245
",10 760,1
7502031,PULUBALA,"11 267
 ",11 134,22 401,1
7502041,"MOOTILANGO
",8 938,8 679,17 617,1
7502071,"LIMBOTO BARAT
 ",11 591,11 815,23 406,1
7504041,KABILA BONE,5 021,"4 725
",9 746,1
7505011,GENTUMA RAYA,"4 027
 ",3 939,7 966,1
7505030,"ANGGREK
",10 288,9 906,20 194,1
7571,"KOTA GORONTALO
 ",88 122,91 869,179 991,1
7602,POLEWALI MANDAR,193 163,"203 090
",396 253,1
7602030,CAMPALAGIAN,"25 050
 ",27 249,52 299,1
7602040,"WONOMULYO
",22 277,23 017,45 294,1
7602044,"B U L O
 ",4 314,4 321,8 635,1
7604033,TOMMO,10 294,"9 113
",19 407,1
7604054,TOBADAK,"12 518
 ",11 085,23 603,1
7605,"MAMUJU UTARA
",70 194,64 109,134 303,1
7605020,"BARAS
 ",8 140,7 218,15 358,1
8101054,KORMOMOLIN,3 053,"2 968
",6 021,1
8102021,KEI BESAR UTARA TIMUR,"4 684
 ",4 911,9 595,1
8103,"MALUKU TENGAH
",182 672,178 615,361 287,1
8103050,"AMAHAI
 ",19 994,18 890,38 884,1
8103090,"P
 HARUKU",12 054,12 116,24 170,1
8107,SERAM BAGIAN TIMUR,50 455,"48 578
",99 033,1
8107040,BULA,"12 675
 ",11 359,24 034,1
8108010,"PP WETAR
",4 167,3 770,7 937,1
8108040,"MOA LAKOR
 ",4 561,4 509,9 070,1
8172010,"P
P KUR",2 355,2 544,4 899,1
8202,HALMAHERA TENGAH,21 952,"20 790
",42 742,1
8202042,PATANI,"1 908
 ",1 999,3 907,1
8202044,"PATANI BARAT
",1 817,1 796,3 613,1
8203011,"SULABESI SELATAN
 ",2 131,2 172,4 303,1
8204050,BACAN BARAT,1 786,"1 724
",3 510,1
8204062,KAYOA SELATAN,"2 924
 ",2 926,5 850,1
8204070,"PULAU MAKIAN
",4 541,4 459,9 000,1
8204082,"GANE BARAT UTARA
 ",3 042,2 973,6 015,1
8206041,MABA TENGAH,2 641,"2 337
",4 978,1
8207040,MOROTAI JAYA,"3 723
 ",3 437,7 160,1
8271,"KOTA TERNATE
",94 544,91 111,185 655,1
8271012,"PULAU BATANG DUA
 ",1 252,1 211,2 463,1
9101083,BOMBERAY,1 831,"1 108
",2 939,1
9102031,KAMBRAU,"1 218
 ",1 009,2 227,1
9102041,"YAMOR
",1 158,772,1 930,1
9103021,"RASIEY
 ",1 383,1 221,2 604,1
9104100,MOSKONA UTARA,363,"370
",733,1
9105080,SURUREY,"1 226
 ",1 290,2 516,1
9105091,"TAIGE
",659,650,1 309,1
9105110,"WARMARE
 ",3 140,3 029,6 169,1
9107,SORONG,37 543,"33 092
",70 635,1
9107111,KLAMONO,"2 399
 ",2 115,4 514,1
9107113,"KLAWAK
",305,292,597,1
9107122,"SALAWATI TIMUR
 ",1 055,960,2 015,1
9109060,YEMBUN,505,"472
",977,1
9110050,AITINYO UTARA,"1 364
 ",1 387,2 751,1
9110070,"AYAMARU
",3 216,3 032,6 248,1
9110110,"AIFAT TIMUR
 ",1 247,1 183,2 430,1
9401030,KURIK,6 702,"6 197
",12 899,1
9401044,SOTA,"1 556
 ",1 290,2 846,1
9401050,"MUTING
",2 532,2 377,4 909,1
9402,"JAYAWIJAYA
 ",102 581,96 976,199 557,1
9404050,UWAPA,1 796,"1 642
",3 438,1
9404080,NABIRE,"39 814
 ",34 222,74 036,1
9404090,"NAPAN
",1 306,1 108,2 414,1
9404100,"SIRIWO
 ",2 310,2 282,4 592,1
9409101,SWANDIWE,2 060,"1 831
",3 891,1
9410041,DUMADAMA,"975
 ",882,1 857,1
9410071,"EKADIDE
",9 919,10 224,20 143,1
9410090,"BOGOBAIDA
 ",6 067,5 132,11 199,1
9413032,ARIMOP,665,"614
",1 279,1
9413046,KOMBAY,"792
 ",644,1 436,1
9413051,"AMBATKWI
",394,342,736,1
9414010,"NAMBIOMAN BAPAI
 ",3 808,3 868,7 676,1
9416024,BOMELA,760,"741
",1 501,1
9416030,ANGGRUK,"880
 ",852,1 732,1
9416032,"WALMA
",938,879,1 817,1
9416036,"PULDAMA
 ",971,947,1 918,1
9417022,ALEMSOM,1 311,"1 228
",2 539,1
9417030,BORME,"1 598
 ",1 314,2 912,1
9417032,"EPUMEK
",2 321,2 012,4 333,1
9417035,"NONGME
 ",1 029,839,1 868,1
9418043,PANAGA,900,"822
",1 722,1
9418049,EGIAM,"148
 ",124,272,1
9418060,"KUBU
",1 702,1 414,3 116,1
9418100,"GUNDAGI
 ",2 015,1 712,3 727,1
9426014,WAPOGA,889,"800
",1 689,1
9427,SUPIORI,"8 334
 ",7 527,15 861,1
9427011,"KEPULAUAN ARURI
",2 328,2 083,4 411,1
9428,"MAMBERAMO RAYA
 ",9 769,8 655,18 424,1
9431020,ILUGWA,1 103,"1 076
",2 179,1
9432020,APALAPSILI,"3 022
 ",2 768,5 790,1
9432040,"ELELIM
",3 133,2 812,5 945,1
9433010,"AGADUGUME
 ",3 358,3 138,6 496,1
9471,KOTA JAYAPURA,139 523,"122 253
",261 776,1
